img1,img2, label
backend/detection/cnn_model/authed_people/9136f0d8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/94042ad8-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/91412788-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/317.png,0
backend/detection/cnn_model/authed_people/94ac96be-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9038aa82-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/959bca4a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/319.png,0
backend/detection/cnn_model/authed_people/931f60c4-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/121.png,0
backend/detection/cnn_model/authed_people/8f858c40-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/338.png,0
backend/detection/cnn_model/authed_people/955d1868-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/93bdb1c0-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/9526ea0e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/149.png,0
backend/detection/cnn_model/authed_people/94042ad8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/116.png,0
backend/detection/cnn_model/authed_people/9511c868-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9042a870-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/8f09cdc6-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/90946caa-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/902d5b1e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/254.png,0
backend/detection/cnn_model/authed_people/91c5815e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/8f191876-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/93cb37be-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9450ece2-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/8f191876-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/90e59eb8-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/942cd924-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/91f22e66-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/8faf33d8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/33.png,0
backend/detection/cnn_model/authed_people/93cb37be-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/116.png,0
backend/detection/cnn_model/authed_people/9117fd9a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/312.png,0
backend/detection/cnn_model/authed_people/905213be-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/276.png,0
backend/detection/cnn_model/authed_people/90efefa8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/119.png,0
backend/detection/cnn_model/authed_people/94981568-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/8fbe9e2c-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/92dc1026-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/55.png,0
backend/detection/cnn_model/authed_people/92266118-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/911da966-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/941776d8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/335.png,0
backend/detection/cnn_model/authed_people/946df012-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/192.png,0
backend/detection/cnn_model/authed_people/939ea8f2-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/127.png,0
backend/detection/cnn_model/authed_people/92d33348-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9057497e-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/9000c2d4-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/91b153d2-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/90cc28d4-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/90a8709c-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/954017b8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/107.png,0
backend/detection/cnn_model/authed_people/937f5e02-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/199.png,0
backend/detection/cnn_model/authed_people/94a2415a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/320.png,0
backend/detection/cnn_model/authed_people/903dcbd4-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/88.png,0
backend/detection/cnn_model/authed_people/90b2ecca-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9252b8b2-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/9136f0d8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/93e5cbec-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/8ee1027e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/160.png,0
backend/detection/cnn_model/authed_people/925d790a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/94a7a5be-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/92fbee82-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/347.png,0
backend/detection/cnn_model/authed_people/9136f0d8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/936c178e-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/9554846e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/93cb37be-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/93e5cbec-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/171.png,0
backend/detection/cnn_model/authed_people/905c46f4-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/905213be-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/90d6c6d6-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/95a120b2-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/931a6b78-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/141.png,0
backend/detection/cnn_model/authed_people/9230ceaa-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/79.png,0
backend/detection/cnn_model/authed_people/90486058-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/95a62a94-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/92b9f61c-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/8edd29ba-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/8f3d291e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/193.png,0
backend/detection/cnn_model/authed_people/9554846e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/337.png,0
backend/detection/cnn_model/authed_people/9014db52-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/39.png,0
backend/detection/cnn_model/authed_people/91c5815e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/120.png,0
backend/detection/cnn_model/authed_people/94e9a28e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/92c411ec-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/901912da-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/157.png,0
backend/detection/cnn_model/authed_people/94df8100-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/112.png,0
backend/detection/cnn_model/authed_people/8eeb3f6e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/8fb446ac-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/8ef5adbe-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/120.png,0
backend/detection/cnn_model/authed_people/9456bf46-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/234.png,0
backend/detection/cnn_model/authed_people/90d6c6d6-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/938472fc-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/91466266-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9085558a-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/91b66ba6-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/35.png,0
backend/detection/cnn_model/authed_people/94ac96be-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/8f6862d2-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/945af8ea-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/348.png,0
backend/detection/cnn_model/authed_people/905c46f4-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/168.png,0
backend/detection/cnn_model/authed_people/954017b8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/63.png,0
backend/detection/cnn_model/authed_people/927ce31c-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/180.png,0
backend/detection/cnn_model/authed_people/8ef04d74-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/22.png,0
backend/detection/cnn_model/authed_people/9005d058-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/145.png,0
backend/detection/cnn_model/authed_people/90fe09f8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/941ce5d2-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/951cbb74-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/334.png,0
backend/detection/cnn_model/authed_people/95c3aeac-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/262.png,0
backend/detection/cnn_model/authed_people/94ac96be-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/91f73de8-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/94ef1ade-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/90e59eb8-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/937f5e02-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/95.png,0
backend/detection/cnn_model/authed_people/9243850e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9277e1d2-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/8f8e9dc6-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/230.png,0
backend/detection/cnn_model/authed_people/923aac04-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/96.png,0
backend/detection/cnn_model/authed_people/9085558a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/158.png,0
backend/detection/cnn_model/authed_people/927ce31c-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/8ffbaca4-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/90bd0f34-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/179.png,0
backend/detection/cnn_model/authed_people/94df8100-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/287.png,0
backend/detection/cnn_model/authed_people/919cc840-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/240.png,0
backend/detection/cnn_model/authed_people/8fbe9e2c-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/105.png,0
backend/detection/cnn_model/authed_people/952c188a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/48.png,0
backend/detection/cnn_model/authed_people/8fb446ac-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9526ea0e-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/93483346-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/157.png,0
backend/detection/cnn_model/authed_people/905c46f4-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/209.png,0
backend/detection/cnn_model/authed_people/93d5e092-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/83.png,0
backend/detection/cnn_model/authed_people/948d533a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/90946caa-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/935ce03e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/95a120b2-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/946df012-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/926e2a98-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/94fdead2-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/916ed002-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/918d90aa-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/209.png,0
backend/detection/cnn_model/authed_people/9198295c-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/186.png,0
backend/detection/cnn_model/authed_people/9468448c-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/53.png,0
backend/detection/cnn_model/authed_people/91412788-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/944bb5f6-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/94d50efa-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9441898c-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/8ff1331e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/51.png,0
backend/detection/cnn_model/authed_people/9281bf72-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/331.png,0
backend/detection/cnn_model/authed_people/945af8ea-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9596eee4-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/93620f64-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/288.png,0
backend/detection/cnn_model/authed_people/9456bf46-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/113.png,0
backend/detection/cnn_model/authed_people/94e9a28e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/37.png,0
backend/detection/cnn_model/authed_people/9207014c-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/8fbe9e2c-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/953b5066-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/47.png,0
backend/detection/cnn_model/authed_people/9450ece2-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/342.png,0
backend/detection/cnn_model/authed_people/8fa41bd8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/257.png,0
backend/detection/cnn_model/authed_people/8ee1027e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/192.png,0
backend/detection/cnn_model/authed_people/95915ac4-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/9.png,0
backend/detection/cnn_model/authed_people/8efabc8c-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/92ab0508-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/901912da-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/21.png,0
backend/detection/cnn_model/authed_people/923aac04-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/92e6cc96-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/9441898c-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/318.png,0
backend/detection/cnn_model/authed_people/90b758dc-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/71.png,0
backend/detection/cnn_model/authed_people/92960da6-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/8f8e9dc6-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/954017b8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/59.png,0
backend/detection/cnn_model/authed_people/94f8f5cc-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/145.png,0
backend/detection/cnn_model/authed_people/9136f0d8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9450ece2-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/9000c2d4-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/32.png,0
backend/detection/cnn_model/authed_people/9446bf6a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/211.png,0
backend/detection/cnn_model/authed_people/95b3a822-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/229.png,0
backend/detection/cnn_model/authed_people/91d51b82-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/91ed89b0-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/9183405a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/36.png,0
backend/detection/cnn_model/authed_people/8ed1f02c-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/180.png,0
backend/detection/cnn_model/authed_people/90c729b0-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/94df8100-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/946df012-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9211ccbc-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/922b542a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/121.png,0
backend/detection/cnn_model/authed_people/9450ece2-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/174.png,0
backend/detection/cnn_model/authed_people/954017b8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/92e6cc96-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/924e255e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/92cd8790-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/94d9fcb2-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/56.png,0
backend/detection/cnn_model/authed_people/924e255e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/34.png,0
backend/detection/cnn_model/authed_people/922b542a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/305.png,0
backend/detection/cnn_model/authed_people/9446bf6a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/18.png,0
backend/detection/cnn_model/authed_people/8fcc6016-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/188.png,0
backend/detection/cnn_model/authed_people/8f04b9f8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/91ac4068-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/928714e0-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/231.png,0
backend/detection/cnn_model/authed_people/8fcc6016-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/281.png,0
backend/detection/cnn_model/authed_people/91fc491e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/118.png,0
backend/detection/cnn_model/authed_people/8f1e4c24-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/127.png,0
backend/detection/cnn_model/authed_people/9413e7fc-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/246.png,0
backend/detection/cnn_model/authed_people/90f4b9de-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/325.png,0
backend/detection/cnn_model/authed_people/8f42e534-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/951cbb74-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/90298ae8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/8.png,0
backend/detection/cnn_model/authed_people/8f14544e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/151.png,0
backend/detection/cnn_model/authed_people/948d533a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/93107da2-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/9431d6e0-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/118.png,0
backend/detection/cnn_model/authed_people/9379073c-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/198.png,0
backend/detection/cnn_model/authed_people/90b758dc-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9300ed42-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/90c729b0-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/225.png,0
backend/detection/cnn_model/authed_people/948d533a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9074e826-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/916ed002-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/313.png,0
backend/detection/cnn_model/authed_people/923aac04-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/104.png,0
backend/detection/cnn_model/authed_people/949d48c6-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/93dbbe5e-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/93c76ea4-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/948d533a-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/8ff6a4e8-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9421c994-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/92e6cc96-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/156.png,0
backend/detection/cnn_model/authed_people/8f99ffae-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/98.png,0
backend/detection/cnn_model/authed_people/9112382e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/212.png,0
backend/detection/cnn_model/authed_people/93ff7cea-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/291.png,0
backend/detection/cnn_model/authed_people/8fd22aa0-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/94f3dd26-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/9198295c-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/953b5066-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/8f80f02c-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/8f57e0e2-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/95a9be20-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/91741620-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/9329b934-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/8fe1de50-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/92af3db2-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/322.png,0
backend/detection/cnn_model/authed_people/90993bd6-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/93fa61ec-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/8f2886d0-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/332.png,0
backend/detection/cnn_model/authed_people/902d5b1e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/252.png,0
backend/detection/cnn_model/authed_people/93a89376-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/129.png,0
backend/detection/cnn_model/authed_people/90addc58-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/107.png,0
backend/detection/cnn_model/authed_people/935ce03e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/9207014c-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/8efabc8c-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/905c46f4-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/9192f43c-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/254.png,0
backend/detection/cnn_model/authed_people/90b758dc-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/258.png,0
backend/detection/cnn_model/authed_people/8ff1331e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/276.png,0
backend/detection/cnn_model/authed_people/8f3d291e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/94bf2874-5eab-11ef-bbcf-e63bca865d36.png,1
backend/detection/cnn_model/authed_people/8ee62d8a-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/292.png,0
backend/detection/cnn_model/authed_people/9511c868-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/226.png,0
backend/detection/cnn_model/authed_people/8fd6aba2-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/265.png,0
backend/detection/cnn_model/authed_people/91cfa8dc-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/train/60.png,0
backend/detection/cnn_model/authed_people/9057497e-5eab-11ef-bbcf-e63bca865d36.png,backend/detection/cnn_model/authed_people/94786ab0-5eab-11ef-bbcf-e63bca865d36.png,1
